sample_alias	tax_id	scientific_name	common_name	anonymized_name	sample_title	sample_description	COUNTRY	tissue_type	Source	DNA_Designation	DNA_Accno_source	DNA_VARNAME	DNA_VARNAME_unicode	DNA_Othername	Genetic_Stock_Accno	Genetic_stock_Designation(varname)	Variety Group (Tree)
IRIS_313-10620	4530	Oryza sativa	rice	IRIS 313-10620	WGS sequence of Rice line IRIS 313-10620	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Brazil	leaf	IRRI	R 27::IRGC 9498-1	IRGC 9498	R 27	R 27		IRGC 128443	R 27::IRGC 9498-1	Tropical japonica
IRIS_313-10683	4530	Oryza sativa	rice	IRIS 313-10683	WGS sequence of Rice line IRIS 313-10683	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Laos	leaf	IRRI	NGAN TIA::IRGC 13010-1	IRGC 13010	Ngan tia	Ngan tia		IRGC 127674	NGAN TIA::IRGC 13010-1	Indica
IRIS_313-10684	4530	Oryza sativa	rice	IRIS 313-10684	WGS sequence of Rice line IRIS 313-10684	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	BONGOLON::IRGC 13094-1	IRGC 13094	BONGOLON	BONGOLON				Indica
IRIS_313-10687	4530	Oryza sativa	rice	IRIS 313-10687	WGS sequence of Rice line IRIS 313-10687	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	PADI PULUT::IRGC 13444-1	IRGC 13444	PADI PULUT	PADI PULUT				Indica
IRIS_313-10688	4530	Oryza sativa	rice	IRIS 313-10688	WGS sequence of Rice line IRIS 313-10688	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	PADI TIMBUN::IRGC 13451-1	IRGC 13451	PADI TIMBUN	PADI TIMBUN				Indica
IRIS_313-10689	4530	Oryza sativa	rice	IRIS 313-10689	WGS sequence of Rice line IRIS 313-10689	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Indonesia	leaf	IRRI	SIKEP BATU::IRGC 13514-1	IRGC 13514	SIKEP BATU	SIKEP BATU		IRGC 128165	SIKEP BATU::IRGC 13514-2	Japonica
IRIS_313-10690	4530	Oryza sativa	rice	IRIS 313-10690	WGS sequence of Rice line IRIS 313-10690	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Indonesia	leaf	IRRI	LARONDJAWI::IRGC 13571-1	IRGC 13571	LARONDJAWI	LARONDJAWI				Indica
IRIS_313-10692	4530	Oryza sativa	rice	IRIS 313-10692	WGS sequence of Rice line IRIS 313-10692	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Indonesia	leaf	IRRI	RANDAH SASAK::IRGC 13652-1	IRGC 13652	RANDAH SASAK	RANDAH SASAK				Indica
IRIS_313-10693	4530	Oryza sativa	rice	IRIS 313-10693	WGS sequence of Rice line IRIS 313-10693	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Indonesia	leaf	IRRI	SEREH::IRGC 13732-1	IRGC 13732	SEREH	SEREH			SEREH::IRGC 13732-2	Japonica
IRIS_313-10694	4530	Oryza sativa	rice	IRIS 313-10694	WGS sequence of Rice line IRIS 313-10694	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	HAJI HARUN 38::IRGC 13827-1	IRGC 13827	HAJI HARUN 38	HAJI HARUN 38		IRGC 128047	HAJI HARUN 38::IRGC 13827-2	Indica
IRIS_313-10695	4530	Oryza sativa	rice	IRIS 313-10695	WGS sequence of Rice line IRIS 313-10695	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	TOLIL 14::IRGC 13836-1	IRGC 13836	TOLIL 14	TOLIL 14		IRGC 128191	TOLIL 14::IRGC 13836-2	Indica
IRIS_313-10697	4530	Oryza sativa	rice	IRIS 313-10697	WGS sequence of Rice line IRIS 313-10697	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	SIAM ER 16::IRGC 13910-1	IRGC 13910	SIAM ER 16	SIAM ER 16			SIAM ER 16::IRGC 13910-2	Indica
IRIS_313-10698	4530	Oryza sativa	rice	IRIS 313-10698	WGS sequence of Rice line IRIS 313-10698	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	RADIN GOI::IRGC 13969-1	IRGC 13969	RADIN GOI	RADIN GOI		IRGC 127759	RADIN GOI::IRGC 13969-1	Indica
